"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
"95",0.252380952,0.099209833,0.077220078,0.205555556,0.0425,0.136621315,0.167647059,0.125723739,0.151515151,0.181600955,0.041192412,0.163043478,0.091032609,0.053544495,0.130824373,0.231570513,0.124848485,0.032664069,0.078947368,0.208791209,0.20261438,0.107906977,0.124624625,0.037815126,0,0.027906977,0.045454545,0.100699301,0.117424243,0.052476415,0.017241379,0.039270687,0.215795328,0.1875,0.023284314,0.040625,0.038610038,0.209318996,0.060238096,0.074030552,0.168952827,0.078754579,0.130952381,0.169354839,0.30952381,0.035714286,0.124369747,0.141414141,0.071428571,0.32173913,0.017844887,0.022988505,0.00530503999999998,0.20294599,0.00762300800000004,0.010334346,0.305555556,0.041769041,0.134146341,0.52962963,0.107843138,0.034551495,0.129201681,0.08008658,0.131513647,0.00372208400000001,0.279156328,0.020645161,0.081939799,0.00474383299999998,0.0678733029999999,0.06071964,0.108585858,0.217857143,0.1,0.098746081,0.092198582,0.095238095,0.039393939,0.230195713,0.111111111,0.180288462,0.078388278,0.00838414600000004,0.08172043,0.063241107,0.040752352,0.062321326,0.08218126,0.1,0.021671827,0.486486486,0.857142857,0.027777778,0.377622378,0.076190476,0.162184874,0.00789473699999999,0.026923077,0.088888889,0.240740741,0.044417767,0.175675676,0.136363636,0.060846561,0.247058824,0.030303031,0.103896104,0.015151515,0.141268075,0.072196621,0.016666667,0.129411765,0.233333333,0.0625,0.011111111,0.128205129,0.180124223,0.1,0.170040485,0.394736842,0,0.104166667,0.318181818,0.027777777,0.044117647,0.203619909,0.084967321,0.2,0.222826087
"96",0.119047619,0.060579456,0.055555556,0.034482759,0.04,0.055555556,0,0.0380479739999999,0.03030303,0.033333333,0.00265111399999995,0.055555556,0.086956522,0.033182503,0.038194444,0.025641026,0.03030303,0,0,0.020329671,0.058823529,0,0.054054054,0.058823529,0.0476190480000001,0.043410853,0.060606061,0.018181818,0.03030303,0.018867925,0.05,0.03125,0.00222469400000003,0.017857143,0.012254902,0.062740385,0.071428571,0.022222222,0.00904761900000006,0.054054054,0.00401472000000003,0.110347985,0.071428571,0.051319649,0.095238095,0,0.057142857,0,0.058823529,0.070807453,0.031571722,0.112290008,0.00397877899999999,0.153846154,0.00138600100000008,0.00668692999999998,0.045454545,0.00505050500000004,0.024390244,0,0,0.017940199,0.088235294,0.03030303,0.00620347300000001,0.0446650120000001,0,0.047741935,0.076923077,0,0.0356037149999999,0,0.055555556,0.00535714300000001,0.028571429,0.034482759,0.063829787,0.0190476190000001,0.03030303,0.00745573199999994,0.049707602,0.025641026,0.0630036629999999,0.041920732,0.063440861,0,0.038662487,0.011435105,0.00844854099999992,0,0,0.173913043,0,0,0.038461538,0.2,0,0.026315789,0.038461538,0.0777777780000001,0.0370370370000001,0.033088235,0.054054054,0.045454546,0,0.0712074300000001,0,0.086956522,0,0.00222469400000003,0.0322580649999999,0.05,0.058823529,0.0708333330000001,0.1,0.133333333,0.111111111,0,0.05,0.1208577,0.052631579,0,0.03125,0,0,0.017156862,0.153846154,0.0522875820000001,0.00740740699999998,0.019021739
"97",0.133333333,0.198419666,0.111969112,0.182758621,0.1475,0.104875283,0.179411765,0.164598842,0.151515152,0.176923077,0.027642277,0.15942029,0.016304348,0.122926093,0.208333333,0.322916667,0.149090909,0.00389571399999999,0.143724696,0.063736263,0.258169935,0.00465116300000001,0.067567568,0.0189075630000001,0.166666667,0.178294574,0.023125997,0.055944056,0.060606061,0.027712264,0.148275862,0.0133333329999999,0.190211346,0.375,0.0759803920000001,0.116346154,0.129343629,0.073835125,0.024761904,0.236192715,0.157243225,0.220238096,0.311904762,0.175219941,0.276785714,0.053571429,0.186554622,0.045454545,0.137254902,0.222360248,0.017158545,0.029177718,0.163129974,0.095744681,0.000693001000000026,0.103343465,0.247474747,0.038493038,0.099085366,0.52962963,0.100217865,0.0651162789999999,0.112394958,0.00649350699999995,0.042183623,0.048387097,0.375930521,0.092903226,0.110367893,0.136622391,0.162895927,0.047976012,0.058080808,0.235714286,0.0619047620000001,0.1661442,0.178092987,0.028571428,0.109090909,0.311276794,0.00877192999999998,0.117788462,0.041025641,0.040396341,0.04516129,0.247035573,0.032392894,0.013150372,0.240399385,0.117647059,0.03250774,0.122209166,0.857142857,0.125,0.730769231,0.076190476,0.042857143,0.073684211,0.061538462,0.011111111,0.166666667,0.200980392,0.120656371,0.045454545,0.37962963,0.375,0.034782609,0.172727273,0.00658761499999999,0.134593994,0.087557603,0.00833333399999997,0.049411765,0.229166667,0.1375,0.211111111,0.094017094,0.0848861279999999,0.05,0.013645225,0.414473684,0.075,0.166666667,0.097402598,0.109649122,0.095588235,0.221719457,0.081699346,0.192592593,0.470108696
"98",0.05973121,0.035996835,0.286031746,0.014025245,0.184782609,0.126456876,0.048152296,0.032142857,0.297730829,0.070329671,0.087211003,0.253132832,0.012670565,0.00245499199999999,0.096774194,0.086039259,0.125454545,0.069612403,0.102809707,0.035829866,0.051459674,0.066627358,0.119098144,0.173669468,0.104040404,0.033681765,0.013636364,0.110602911,0.034234235,0.107230392,0.029985008,0.171356421,0.045105245,0.190450929,0.024691358,0.094780219,0.05,0.072680412,0.05,0.515132208,0.095117845,0.048561594,0.033243486,0.067989865,0.011865524,0.011363636,0.165651953,0.020915772,0.15911472,0.246080255,0.119786097,0.124177632,0.064285714,0.022273425,0.031403941,0.00916730299999996,0.116438356,0.159040861,0.017316017,0.00588235299999998,0.108516483,0.115909091,0.046153846,0.154377881,0.168888889,0.000506585999999976,0.296987087,0.02876798,0.105555556,0.049756098,0.141203704,0.1275,0.234221599,0.030303031,0.016806723,0.118298368,0.036842105,0.097222222,0.013445378,0.039911309,0.00664893599999999,0.011982571,0.064788732,0.191582492,0.151424288,0.077124183,0.019607843,0.057951483,0.091511937,0.174713585,0.115079365,0.22962963,0.258064516,0.098621421,0.127579737,0.003968254,0.199701381,0.063814867,0.052447553,0.016881827,0.012210012,0.019947044,0.062430323,0.07771836,0.099239696,0.157653061,0.099346405,0.037135278,0.00988372099999996,0.188461538,0.060505319,0.086927223,0.033156499,0.00595238100000001,0.178137652,0.221288516,0.107692308,0.059714045,0.177419355,0.232857143,0.048421053,0.025,0.008695652,0.154385965,0.067647059,0.021505377,0.037267081,0.049441787,0.018390805,0.037037037
"99",0.159283225,0.065664557,0.0682539679999999,0.0217391300000001,0.0625,0.023310023,0.062709967,0.0392857139999999,0.0712050070000001,0,0.0848697690000001,0.00626566400000006,0.1208577,0.00436442999999997,0.0322580649999999,0.0108237019999999,0.042937063,0.0157364339999999,0.093869732,0.025967021,0.001979218,0.012971698,0.0400530509999999,0.0462184880000001,0.068686869,0.014711575,0.051515151,0.024786325,0.014414414,0.078431373,0.013493253,0.039772727,0.0699966590000001,0.021943574,0.055892256,0.024725275,0.0375,0.00154639199999995,0.072393822,0.02739726,0.044944862,0.019424637,0.00494159900000002,0.00929054100000004,0.027027027,0.022727273,0.042676767,0.0104578860000001,0.032608696,0.037735849,0.05828877,0.0516447370000001,0.088311688,0.0330261129999999,0.108374384,0.00783040499999998,0.012475539,0.002936139,0.0614718609999999,0.147058824,0.020604395,0.021428571,0.0307692310000001,0.00984499399999994,0.091111111,0.052684904,0.097560976,0.0950594119999999,0.061111111,0.055609756,0.108796297,0.04,0.00140252500000004,0.014354067,0.0280112050000001,0.030411449,0.129665071,0.033333333,0.028571429,0.024390244,0.082890071,0.015250545,0.00366197200000007,0.074074074,0.033333333,0.029411765,0.067401961,0.049450549,0.060565871,0.002045827,0,0.362962963,0.0322580649999999,0.127783669,0.073170732,0,0.087719298,0.042776999,0.00349650400000001,0.018867925,0.002442002,0.0690203,0.0574136009999999,0.034937612,0.0172068830000001,0.015205724,0.121118013,0.078571429,0.019852524,0.00192307700000005,0.016954787,0.0343053169999999,0.0570291780000001,0.029761905,0.052631579,0.0112044809999999,0,0.048780488,0,0,0.117894737,0.026986507,0.05,0.0190476190000001,0.192424242,0.0143369170000001,0,0.121212121,0.0367816089999999,0.0555555550000001
"100",0.160776506,0.082278481,0.308387097,0.14516129,0.25634058,0.032068256,0.00800915399999996,0.057142857,0.34115806,0.210989011,0.1404741,0.238095238,0.00877192999999998,0.00190943799999999,0.080645161,0.156485049,0.080559441,0.143410853,0.04808317,0.037062722,0.13260762,0.015919811,0.068700265,0.025210084,0.0343434340000001,0.06097561,0.016666667,0.00582120600000002,0.091291292,0.22120098,0.04047976,0.174107143,0.069328433,0.140020899,0.149046016,0.097527473,0.1,0.155841925,0.114285714,0.484744707,0.0821054579999999,0.108064912,0.084007188,0.036317568,0.201713909,0.087121212,0.101010101,0.0166760880000001,0.085908853,0.270794579,0.034224599,0.010690789,0.152597402,0.089605734,0.017857143,0.065317035,0.0699608609999999,0.197700025,0.012698413,0.123529412,0.012362637,0.078571429,0.061538462,0.126099706,0.2,0.034447822,0.394548063,0.02126329,0.044444444,0.04097561,0.148148148,0.101666667,0.048387097,0.215311004,0.047619048,0.196779964,0.019138756,0.0611111109999999,0.016806723,0.027346637,0.0310283689999999,0.055555556,0.043380282,0.211784512,0.101449276,0.012032085,0.029411765,0.17115903,0.061705989,0.198581561,0.182539682,0.22962963,0.130824373,0.08271474,0.105534709,0.290674603,0.120940649,0.0813464230000001,0.015734265,0.024826217,0.0402930399999999,0.00499108700000001,0.011148272,0.120855615,0.024809924,0.033333333,0.033026113,0.072796935,0.045944413,0.040384615,0.036236702,0.117587601,0.059681698,0.008928571,0.093117409,0.250700281,0.205128205,0.06391926,0.0606451609999999,0.1,0.046315789,0.05,0.015217391,0.192982456,0.029411765,0.039426524,0.046698872,0.012759171,0.014942529,0.12962963
"107",0.211038961,0.132352941,0.02826087,0.122762148,0.00378787800000002,0.033492823,0.013392857,0.652777778,0.105882353,0.139473684,0.035885168,0.177655678,0.211111111,0.068907563,0.162464986,0.00932400900000002,0.025354969,0.025,0.095238096,0.473601261,0.107692308,0.166666666,0.196998123,0.251428571,0.104761904,0.269230769,0.424369747,0.233333333,0.272556391,0.053369272,0.10952381,0.066666667,0.3,0.453333333,0.114468865,0.057142857,0.026232115,0.065934066,0.111111111,0.293103448,0.144055944,0.196153846,0.00852272700000001,0.022988505,0.049068605,0.130434783,0.230884558,0.172893773,0.088709677,0.153609831,0.361538462,0.047272727,0.036789298,0.043233082,0.083333333,0.011764706,0.340909091,0.255754476,0.055023923,0.270833333,0.07523511,0.00571428599999996,0.020430107,0.124369747,0.216386555,0.038647343,0.409722222,0.263888889,0.275119617,0.085365854,0.022875817,0.098901099,0.272058824,0.052083333,0.085714286,0.00833333399999997,0.032520326,0.133333333,0.106666667,0.103448275,0.146730462,0.111111111,0.169642857,0.013793103,0.061919505,0.12055336,0.066666667,0.298245614,0.194444445,0.063157895,0.088888889,0,0.46875,0.029891304,0.5,0.37254902,0.039473684,0.116071429,0.0725,0.122257054,0.140350878,0.1,0.12145749,0.066666667,0.132867133,0.353535353,0.214285714,0.015384615,0.072463768,0.152173913,0.082706767,0.165714286,0.119047619,0.033333333,0.071895425,0.509090909,0.166666667,0.253968254,0.363636364,0.294736842,0.173076923,0.238095238,0.111111111,0.555555556,0.208333333,0.06060606,0.027272727,0.329545455,0.085714286,0.323809524
"108",0,0,0,0,0.090909091,0.105263158,0,0.111111111,0.05,0,0.022727273,0,0.066666667,0.000840335999999997,0,0.060606061,0,0,0.0476190480000001,0.0157604410000001,0.0115384620000001,0.095238095,0.024390244,0,0,0.076923077,0.029411765,0.088888889,0,0.037735849,0,0.00974025899999997,0.0476190480000001,0,0,0,0.029411765,0.107142857,0,0.137931034,0,0.0476190480000001,0.03125,0.034482759,0,0,0,0.06007326,0,0.0153609830000001,0.038461538,0.00545454499999998,0.076923077,0,0.209259259,0.058823529,0.125,0,0,0.25,0,0.004285714,0.0322580649999999,0,0.0231092429999999,0.055555556,0.166666667,0,0.090909091,0.025609756,0.117647059,0.038461538,0.0625,0.03125,0.057142857,0,0.058943089,0.055555556,0,0,0,0,0.008928571,0.0155172410000001,0.058823529,0,0.066666667,0.111111111,0,0.0192982460000001,0.066666667,0,0,0.043478261,0,0,0,0.080357143,0,0.034482759,0,0.055555556,0,0.033333333,0.038461538,0.1,0.071428572,0,0.130434783,0.043478261,0.052631579,0.095238095,0.083333333,0.0111111110000001,0.058823529,0,0,0.087301587,0.090909091,0.210526316,0,0.083333333,0.055555556,0.055555556,0.166666667,0.25,0,0,0.042857143,0.142857143
"109",0.00649350699999995,0.240196079,0.02173913,0.00767263499999993,0.00378787800000002,0.086124402,0.022321429,0.5125,0.067647059,0.136842105,0.021531101,0.263736263,0.134099616,0.013445378,0.114845938,0.030303031,0.061866126,0.058333333,0.238095238,0.330969267,0.184615385,0.178571429,0.089118199,0.226666667,0.238095238,0.115384615,0.284313726,0.123809524,0.218045113,0.023719676,0.104761904,0.123376623,0.176190476,0.293333333,0.038461538,0.157142857,0.117647059,0.041208791,0.227477478,0.120689655,0.111888112,0.318681319,0.025568182,0.073275862,0.0300179209999999,0.086956521,0.194902549,0.195604395,0.181451613,0.152073732,0.21025641,0.161818182,0.0267558530000001,0.067567568,0.12037037,0.054901961,0.443181818,0.299232737,0.100478469,0.208333333,0.0752351099999999,0.028571429,0.015053764,0.124369747,0.323529412,0.057971015,0.347222222,0.263888889,0.196172249,0.109756098,0.026143791,0.065934066,0.147058824,0.118055556,0.071428571,0.00833333399999997,0.036585366,0.0111111110000001,0.106666667,0.172413793,0.146730462,0.148148149,0.383928571,0.096188747,0.061919505,0.162055336,0.133333333,0.298245614,0.194444444,0.0508771929999999,0.066666667,0.076923077,0.46875,0.203804348,0.5,0.37254902,0.065789474,0.116071429,0.0325,0.178683386,0.126315789,0.016666667,0.131578947,0.00833333300000005,0.230769231,0.385714286,0.214285714,0.071428571,0.0807453420000001,0.115217391,0.045112782,0.268571429,0.035714286,0.033333333,0.189542484,0.393939394,0.142857143,0.198412699,0.196969697,0.242105263,0.144230769,0.238095238,0.277777777,0.5,0.395833333,0.303030303,0.0636363639999999,0.295454545,0.014285714,0.314285714
"110",0.075,0.034428795,0.100478469,0.235930736,0.175,0.00251404899999996,0.265243902,0.030626781,0.018952062,0.192567568,0.255652174,0.240053051,0.242071457,0.067426401,0.066895369,0.000910747000000045,0.194949495,0.243243243,0.232142857,0.039460584,0,0.02,0.110137672,0.096563011,0.00526315800000005,0.126262626,0.119354839,0.114529914,0.00551470599999998,0.03030303,0.04,0.085217391,0.106060606,0.217687075,0.386363636,0.023611111,0.011853448,0.167532468,0.497133497,0.054275474,0.00979020999999997,0.127079747,0.141025641,0.159732185,0.727272727,0.111111111,0.138146168,0.386363636,0.245535714,0.281481481,0.20625,0.035714286,0.135076252,0.117753623,0.057966102,0.08097166,0.078571429,0.016425121,0.126358696,0.266666667,0.211693548,0.033955858,0.038986354,0.000541126000000003,0.160278746,0.078525641,0.083333334,0.017829458,0.085679314,0.024844721,0.297453704,0.040942928,0.51,0.054580896,0.212121213,0.194902549,0.169278997,0.125,0.088122606,0.035940804,0.073809524,0.019047619,0.040970351,0.09173715,0.035714286,0.090909091,0.100794439,0.189393939,0.088721804,0.013793103,0.131612903,0.166666667,0.027027027,0.034562212,0,0.166666667,0.091307815,0.081696429,0.25,0.061538462,0.076847291,0.063218391,0.349078341,0.063482087,0.211328976,0.272727273,0.156529517,0.04315197,0.029411764,0.119433199,0.012218045,0.00324675299999999,0.054487179,0.188811189,0.033333334,0.090909091,0.00668896300000005,0.18125,0.063492063,0.018232819,0.168888889,0.021052632,0.00824175800000004,0.095238095,0.111111111,0.117554859,0.140583554,0.01,0.19047619,0.216666667
